1969/01/01	經濟部國際貿易局、中央銀行外匯局成立。
1969/01/04	羅友倫接任國防部總政治部主任。
1969/01/06	行政院長嚴家淦在立法院報告本年施政重點在延長九年國教和發展科學。
1969/01/09	蔣中正頒布命令，對林口特定區實施禁建2年。
1969/01/10	中央銀行總裁徐柏園稱：1968年外貿總值7億,000萬美元，較前年增加17%。
1969/01/14	任命管傳埰為駐盧安達大使。
1969/01/15	加入國際金融公司，駐美大使周書楷於華府簽署協議條款。
1969/01/18	畫家張大千捐贈敦煌壁畫臨摹本，入藏國立故宮博物院。
1969/01/23	外交部長魏道明與美大使馬康衛簽訂「中美科學技術合作協定」。
1969/02/15	教育部設置中山助學金，培植中國大陸逃港青年完成學業。
1969/02/19	特任沈昌煥為駐泰國大使，彭孟緝為駐日本大使，陳之邁為駐教廷大使。
1969/02/23	中國民主社會黨主席張君勵在美國病逝（江蘇寶山縣人，曾主導起草1947年之中華民國憲法之制訂。）。
1969/02/24	遠東航空公司國內班機失事，墜毀於臺南縣，罹難者36人；國防部長蔣經國訪問韓國（2月25日，與韓國總統朴正熙、總理丁一權及外交部長崔圭夏等會談。2月28日，返臺。）。蔣經國代表中華民國政府贈勳大韓民國國軍七位高級將領
1969/02/26	特任黃季陸繼羅家倫為國史館館長。
1969/02/28	抗戰時期任中國戰區美軍總司令魏德邁訪臺。
1969/03/01	漢翔航空成立。
1969/03/11	「中、日民航官員集會」修訂「中、日空運臨時協定」（3月22日，達成協議；4月23日，換文修訂，高雄納入航線。）。
1969/03/12	總統府國策顧問沈鴻烈病逝（湖北天門人，創辦東北海軍，擔任過山東省政府主席等要職。
1969/03/13	「中、韓紡織業第一屆聯席會議」決定設聯合委員會，對抗美國限額政策。
1969/03/19	臺北北投公路完成，舉行通車典禮。
1969/03/24	美國太平洋總司令馬侃（John S. McCain Jr. ）訪臺（1968年8月1日，任職。）。
1969/03/25	圓山忠烈祠改建完成，舉行竣工典禮。
1969/03/29	中國國民黨第十次全國代表大會在陽明山中山樓揭幕。
1969/03/31	國防部長蔣經國在華盛頓參前美國總統艾森豪喪禮（4月1日，與美國總統尼克森會面；4月3日，返臺。）。
1969/04/04	中國國民黨十全代表大會通過黨章修正案，刪除副總裁一職，增設中央評議委員主席團（4月5日，通過「現階段黨的建設案」及「中國國民黨政綱案」；4月7日，修正通過「策進全面實施平均地權及貫徹耕者有其田綱領」及「積極策進光復大陸案」；4月9日，選出嚴家淦等99人為中央委員。）。
1969/04/09	美國國務院遠東事務助理國務卿葛林（Marshall Green）訪臺（4月11日，離臺飛韓。）。
1969/04/10	蔣中正主持中國國民黨第十屆中央委員會第一次全體會議，任張寶樹為秘書長，同時選舉嚴家淦、蔣經國等21人為中央常務委員。
1969/04/18	臺灣省政府主席黃杰宣布加速海埔地開發利用，東部土地開發暫停一年。
1969/04/20	孫中山外籍顧問荷馬李（Homer Lea）夫婦靈骨安葬陽明山公園。
1969/04/22	臺北市銀行開業。
1969/04/23	美國總統尼克森在美國國會就四八〇法案報告中，讚揚臺灣對亞、非開發國家之農業技術援助。
1969/04/25	「中、美合作創立之土地改革訓練所」開訓。
1969/04/28	教宗保祿六世宣布于斌總主教升任樞機主教。
1969/04/29	財政部長俞國華暫兼中央銀行總裁，原總裁徐柏園免職。
1969/04/30	國防部宣布，預備軍官自本年起停止普遍徵訓，改為志願考選。
1969/05/02	日本任命板垣修繼島津久大為駐臺大使。
1969/05/12	國防部長蔣經國訪問泰國（5月13日，與泰國首長兩度舉行秘密會報；5月14日，覲見泰王蒲美蓬，呈遞國書及蔣中正親筆函；5月15日，與國務院長他儂·吉滴卡宗會談；5月17日，返臺。）。
1969/05/15	蔣經國與泰國國務院長商討亞太地區七全及雙方合作問題；美國商務部長史丹斯（Maurice H. Stans）訪臺。
1969/05/20	國際貿易局宣布，越南共和國除外，水泥暫停出口。
1969/05/30	越南共和國總統阮文紹訪問臺灣（6月3日，與蔣中正舉行第三度會談，並發表共同對付共產黨侵略之聯合公報。）。
1969/06/01	臺北日本總領事館成立。
1969/06/17	國家科學委員會通過「中、美科學技術合作辦法」（12月17日，開始執行。）。
1969/06/18	特任湯武、丁懋時分為駐厄瓜多爾共和國、剛果民主共和國大使（8月6日，湯武呈遞到任國書。）。
1969/06/25	行政院局部改組，蔣經國任副院長、黃杰任國防部長、李國鼎任財政部長、鍾皎光任教育部長、陶聲洋任經濟部長、俞國華任中央銀行總裁。
1969/06/26	任陳大慶為臺灣省政府委員兼主席。
1969/06/28	特任鄭為元為副參謀總長，羅列為聯合作戰研究委員會主委，于豪章為陸軍總司令。
1969/07/03	蔣中正發表臺灣省政府委員及廳長新人事；反共救國軍海上突擊隊在閩江口擊沈中共軍艦3艘。
1969/07/06	行政院訂定十項具體措施，改革政風。
1969/07/07	吳東權主編之《文藝》月刊創刊。
1969/07/08	中央研究院院士林可勝病逝（祖籍福建海澄，新加坡華僑，對中國軍醫制度之建立與國防醫藥機構方面之發展貢獻很大，有「中國生理學之父」之稱。）。
1969/07/17	行政院聲明，鄰接領海海底天然資源，政府均得行使主權。
1969/07/18	經濟部決定增產稻米換取小麥，彌補貿易逆差，並謀改善國內雜糧生產。
1969/07/23	中、日簽定協議，日本以技術、設備、3年為期協助臺灣設立職訓中心（9月25日，行政院核定中、日合作訓練技術人員合約；12月5日，中、日簽署協定，合作成立南北職業訓練中心。）。
1969/07/28	金龍少年隊在日本以3A：0擊取日本隊，獲得世界少棒太平洋區代表權（8月23日，在美國榮獲世界少棒賽冠軍。）。
1969/07/31	「財政、經濟、金融會報」正式成立，由行政院副院長蔣經國主持；同時修正「行政院國際經濟合作發展委員會組織規程」，蔣經國兼主任委員。
1969/08/01	美國國務卿羅吉斯（William P. Rogers）訪臺（8月2日，拜會行政院副院長蔣經國，面邀蔣經國赴美訪問；8月3日，蔣中正三度接見後，離開臺灣。）。
1969/08/06	OH-6A型美援直升機首批移交臺灣陸軍使用。
1969/08/11	特任俞叔平為駐尼加拉瓜大使，駐吉隆坡總領事張仲仁兼任駐馬爾地夫大使。
1969/08/12	中華觀光開發公司成立。
1969/08/17	美國環球航空公司班機首航臺北。
1969/08/20	美國國務卿羅吉斯重申美國無意主張「兩個中國」政策。
1969/08/23	美國國會議員訪問團訪問臺灣3天。
1969/08/25	蔣中正手諭「限期杜絕車禍」，限國軍3個月內杜絕車。
1969/09/01	柏楊在《自立晚報》刊登改編的大力水手漫畫被捕，並依匪諜罪嫌判處12年有期徒刑。
1969/09/10	蔣中正主持國家安全會議，討論國家建設重點。
1969/09/15	行政院決設立工業發展局，以加強推行工業建設。
1969/09/16	臺灣大學哲學系教授殷海光病逝（湖北黃岡人，《自由中國》編輯及作者，堅持為文批評時政，為臺灣第一代自由主義代表者之一；著有《中國文化的展望》等書。）；一軍官開會後下陽明山急馳，蔣介石總統座車車隊緊急剎車，導致蔣伉儷遭遇車禍均受傷；隔月健檢時發現蔣氏胸腔遭撞擊至心臟辨膜受傷。蔣氏健康狀況從此欠佳。
1969/09/18	行政院通過設立衛生署，擴大原子能委員會，並籌設原子爐安全評估委員會。
1969/09/26	財政部長李國鼎在華盛頓與美方討論「中、美貿易問題」（10月4日，與美國國務卿羅吉斯磋商「中、美經濟合作事宜」。）。
1969/09/28	經濟部長陶聲洋病逝美國（江西南昌人，留學德國，先後在美援運用委員會及國際經濟合作發展委員會任職，1969年出任經濟部長，就任3個月即因腸癌過世。）。
1969/10/01	特任孫運璿為經濟部長，張繼正為交通部長。
1969/10/06	華僑救國聯合總會第四次代表大會在臺北舉行（10月9日，僑聯總會通過籌集反攻復國基金1億5,000萬美元。）。
1969/10/07	韓國之大韓航空班機首航臺北機場。
1969/10/11	中國航運公司6艘萬噸貨櫃船開闢中美航線。
1969/10/16	中國青年黨元老左舜生逝世（湖南長沙人，中國抗日戰爭期間任國民參政會參政員、農林部長，後居香港，於1966年5月22日返臺，任國策顧問。）。
1969/10/20	省衛生處簽為「山地籍暨離島地區醫護人員養成計劃」本58學年度辦理情形請提府會報告案。
1969/10/22	「中、美」修訂延長「中美空中運輸協定交換照會」。
1969/10/27	金門耗資340萬元軍工建成擎天水庫竣工。
1969/10/31	中國電視公司開播（12月9日，中視開始播出彩色電視新聞，為亞洲繼日本後第二個，排名世界第八。）。
1969/11/19	「中、日合作策進會」第十四次會議在臺北市揭幕（11月21日，通過加強兩國民間工業技術合作。）。
1969/11/22	行政院長嚴家淦簽署聯合國「世界領袖之人口宣言」；中華顧問工程公司成立。
1969/11/23	中國民主社會黨舉行臨時全國代表大會，通過黨章臨時條款，選出11位主席。
1969/11/24	國史館與中國國民黨黨史史料編纂委員會合辦「中華民國史料研究中心」。
1969/11/25	世界基督教反共聯合會在臺北市成立。
1969/12/01	國防部將三軍聯合大學改稱「戰爭學院」，各軍種「指揮參謀大學」改稱各軍種「指揮參謀學院」，改制成立三軍大學。
1969/12/03	「中、韓」經濟協會協議，擴大貿易量額。
1969/12/11	與泰國之第二屆「中、泰經濟合作會議」在曼谷舉行（12月15日，簽訂技術合作協定。）。
1969/12/15	中華電子投資公司成立。
1969/12/20	舉行中華民國自由地區中央公職人員增選補選，為國民黨政府遷臺以來首度立法委員增額選舉。黨外陣營當選郭國基、黃信介二人。
1969/12/25	總統府國策顧問羅家倫病逝（祖籍浙江紹興，生於江西進賢，為五四運動健將，歷任清華大學、中央大學校長及國史館館長等職。）。
